Id,Date,Location of Spaces,No of Spaces,Purpose,Date Suspended,Date Expired,Amount Paid
3490,22-Aug-08,Smithfield,4,Filming,25-Aug-08,25-Aug-08,164.00
3491,25-Aug-08,Townsend Street,16,Filming,26-Aug-08,26-Aug-08,656.00
3492,26-Aug-08,Townsend Street,10,Filming,27-Aug-08,27-Aug-08,410.00
3493,26-Aug-08,Pembroke Road,6,Filming,27-Aug-08,27-Aug-08,246.00
3494,26-Aug-08,North Lotts,4,Filming,27-Aug-08,27-Aug-08,164.00
3495,26-Aug-08,Hanover Quay,3,Film Vehicle,28-Aug-08,28-Aug-08,75.90
3496,26-Aug-08,Home Villas,3,Film Vehicle,04-Sep-08,04-Sep-08,100.20
3497,26-Aug-08,Rathfarnham Road,5,Film Vehicle,27-Aug-08,27-Aug-08,95.00
3498,26-Aug-08,Marlborough Street,10,Film Vehicle,28-Aug-08,28-Aug-08,410.00
3499,29-Aug-08,Merrion Square East,38,To facilitate Crane,01-Sep-08,03-Sep-08,0.00
3500,29-Aug-08,Merrion Square East,6,Events Day,11-Sep-08,21-Sep-08,0.00
3501,29-Aug-08,Merrion Square East,38,To facilitate Crane,19-Sep-08,21-Sep-08,0.00
3502,29-Aug-08,Merrion Square East,4,Breast Screening Vehicle,11-Sep-08,14-Sep-08,0.00
3503,29-Aug-08,Merrion Square East,10,Exhibitor Set Up Day,09-Sep-08,09-Sep-08,250.00
3504,29-Aug-08,Merrion Square East,20,Exhibitor Set Up Day,10-Sep-08,11-Sep-08,250.00
3505,02-Sep-08,Cumberland Street South,1,Audience pick-up/ vehicles from the show will also be parked here during the day,16-Sep-08,21-Sep-08,246.00
3506,03-Sep-08,Wexford Street,4,Filming in Whelans,04-Sep-08,04-Sep-08,164.00
3507,03-Sep-08,North Great Georges Street,7,Filming,04-Sep-08,04-Sep-08,287.00
3508,03-Sep-08,Camden Row,3,Filming,04-Sep-08,04-Sep-08,123.00
3509,03-Sep-08,Hatch Street Upper,15,Filming,04-Sep-08,04-Sep-08,615.00
3510,04-Sep-08,Saint Stephens Green West,4,Charity Drive (Roadcaster),20-Nov-08,20-Nov-08,0.00
3511,04-Sep-08,Temple Street,4,Charity Drive (Roadcaster),09-Sep-08,09-Sep-08,0.00
3512,04-Sep-08,City Quay,4,Filming,06-Sep-08,06-Sep-08,133.60
3513,09-Sep-08,Merrion Square  North,3,Refrigerated Storage,10-Sep-08,15-Sep-08,615.00
3514,09-Sep-08,St Stephens Green South,5,Fund Raising,26-Sep-08,26-Sep-08,0.00
3515,10-Sep-08,Holyrood Park,3,Compound for rail works,12-Sep-08,03-Oct-08,"1,845.00"
3516,10-Sep-08,Merrion Square East,4,OBU,11-Sep-08,11-Sep-08,164.00
3517,10-Sep-08,Parnell Street (between Moore Lane & Moore Street),4,OBU,12-Sep-08,12-Sep-08,164.00
3518,11-Sep-08,Merrion Square East,3,OBU,12-Sep-08,12-Sep-08,123.00
3519,12-Sep-08,Palace Street,3,Filming,15-Sep-08,15-Sep-08,123.00
3520,12-Sep-08,Castle Street,3,Filming,15-Sep-08,15-Sep-08,123.00
3522,15-Sep-08,Synge Street,3,Culture Night Production Vehicles,19-Sep-08,19-Sep-08,100.20
3523,15-Sep-08,Mount Street Upper,1,Culture Night Production Vehicles,19-Sep-08,19-Sep-08,41.00
3524,15-Sep-08,No. 7 Sandymount Green Dublin 4,2,Company Lorry,15-Sep-08,17-Oct-08,"1,102.00"
3525,15-Sep-08,Deverell Place,4,Deliveries to site,16-Sep-08,16-Sep-08,164.00
3526,16-Sep-08,Upper Mount Street,4,Video Illumination of Church as part of Culture Night,29-Sep-08,30-Sep-08,100.00
3527,18-Sep-08,Eblana Villas,10,Filming,26-Sep-08,26-Sep-08,334.00
3528,18-Sep-08,Parkgate Street,6,Dropping loads of steel prior to closure of Infirmary Road,26-Sep-08,26-Sep-08,114.00
3529,18-Sep-08,Conyngham Road,4,Dropping loads of steel prior to closure of Infirmary Road,26-Sep-08,26-Sep-08,76.00
3530,22-Sep-08,Windmill Lane,2,Film Vehicles,24-Sep-08,24-Sep-08,66.80
3531,25-Sep-08,Merrion Square East,3,Access to view conditions of roofs,25-Sep-08,25-Sep-08,123.00
3532,30-Sep-08,Strand Street Great,7,Compound for Site Storage for Capel Street,01-Oct-08,20-Dec-08,0.00
3533,01-Oct-08,Fade Street,4,Facilitate filming,03-Oct-08,03-Oct-08,164.00
3534,01-Oct-08,Drury Street,6,Facilitate filming,03-Oct-08,03-Oct-08,246.00
3535,01-Oct-08,St. Stephens Green East,7,Facilitate filming,04-Oct-08,04-Oct-08,287.00
3536,01-Oct-08,Hume Street,7,Facilitate filming,04-Oct-08,04-Oct-08,287.00
3537,01-Oct-08,Upper Mount Street,8,Facilitate filming,04-Oct-08,04-Oct-08,328.00
3538,06-Oct-08,Capel Street,4,Parking of Filming Vehicles,10-Oct-08,10-Oct-08,164.00
3539,06-Oct-08,Infirmary Road,4,Parking of Filming Vehicles,15-Oct-08,15-Oct-08,101.20
3540,06-Oct-08,Parnell Square East,10,Parking of Filming Vehicles,15-Oct-08,15-Oct-08,410.00
3541,08-Oct-08,Temple Street,4,Charity Drive (Roadcaster),09-Oct-08,09-Oct-08,0.00
3542,08-Oct-08,Parkgate Street,13,Removal and replacement of Pay and Display machines,01-Feb-08,31-Mar-08,"11,521.00"
3543,14-Oct-08,Castle Street,1,Parking for caterers for reception in City Hall,15-Oct-08,15-Oct-08,41.00
3544,14-Oct-08,Earlsfort Terrace,6,Mobile Unit (Irish Blood Tansfusion Service),20-Oct-08,20-Oct-08,0.00
3545,14-Oct-08,Fitzwilliam Square South,2,Furniture Removals,16-Oct-08,16-Oct-08,82.00
3546,14-Oct-08,Great Strand Street,5,Parking of Filming Vehicles,22-Oct-08,22-Oct-08,205.00
3547,14-Oct-08,Swifts Row,6,Parking of Filming Vehicles,22-Oct-08,22-Oct-08,246.00
3548,17-Oct-08,Sandymount Green,2,Company Lorry,20-Oct-08,24-Oct-08,410.00
3549,17-Oct-08,Ashfield Road,3,Filming in Tribeca Restaurant,21-Oct-08,21-Oct-08,123.00
3550,17-Oct-08,Lansdowne Road,5,facilitate filming at D4 hotel,22-Oct-08,22-Oct-08,246.00
3551,17-Oct-08,Foster Place,2,Charity work,20-Oct-08,31-Oct-08,0.00
3552,22-Oct-08,"Merrion Square, North, South, East, West",All,Dublin City Marathon,27-Oct-08,27-Oct-08,0.00
3553,22-Oct-08,"Fitzwilliam Square, North, South, East, West",All,Dublin City Marathon,27-Oct-08,27-Oct-08,0.00
3554,22-Oct-08,"Merrion Square, South & West",All,Dublin City Marathon,26-Oct-08,26-Oct-08,0.00
3555,23-Oct-08,Sandymount Green,2,Company Lorry,27-Oct-08,31-Oct-08,410.00
3556,24-Oct-08,Fenian Street,1,Parking of Camera Truck,28-Oct-08,01-Nov-08,205.00
3557,29-Oct-08,Harcourt Terrace,5,Film Vehicle,30-Oct-08,31-Oct-08,410.00
3558,29-Oct-08,Sir John Rogersons Quay,10,Parking of Filming Vehicles,01-Nov-08,01-Nov-08,334.00
3559,29-Oct-08,Luke Street,9,Parking of Filming Vehicles,01-Nov-08,01-Nov-08,369.00
3560,29-Oct-08,Liffey Street (side of Marks & Spencers),4,FM104 Roadhog,16-Nov-08,16-Nov-08,164.00
3561,29-Oct-08,Temple Street,7,Programme recording in Belvedere College,05-Nov-08,05-Nov-08,233.80
3562,30-Oct-08,Amiens Street,3,Outside Broadcast,03-Nov-08,03-Nov-08,133.60
3563,03-Nov-08,Barrow Street,6,Mobile Unit (Irish Blood Tansfusion Service),25-Nov-08,26-Nov-08,0.00
3564,05-Nov-08,St Stephens Green West,5,Fund Raising,14-Dec-08,14-Dec-08,0.00
3565,05-Nov-08,Sandymount Green,2,Company Lorry,05-Nov-08,14-Nov-08,171.00
3566,05-Nov-08,Eccles Street,6,Loading & Unloading Scaffolding,10-Nov-08,14-Nov-08,"1,002.00"
3567,05-Nov-08,Hatch Street Lower,6,Mobile Unit (Irish Blood Tansfusion Service),02-Dec-08,02-Dec-08,0.00
3568,10-Nov-08,Temple Street,7,Programme recording in Belvedere College,12-Nov-08,12-Nov-08,233.80
3569,10-Nov-08,Earl Street South,5,Film Unit,01-Dec-08,04-Dec-08,668.00
3570,10-Nov-08,Meath Street,3,Film Unit,01-Dec-08,04-Dec-08,400.80
3571,12-Nov-08,Shelbourne Road,3,Removal truck,13-Nov-08,13-Nov-08,123.00
3572,12-Nov-08,Armstrong Street,1,Site Work Cabin,12-Nov-08,26-Nov-08,278.30
3573,13-Nov-08,Cuffe Lane,8,Deliveries,14-Nov-08,14-Nov-08,328.00
3574,17-Nov-08,Lotts,10,Film Unit,10-Dec-08,11-Dec-08,820.00
3575,18-Nov-08,Temple Street,7,Programme recording in Belvedere College,19-Nov-08,19-Nov-08,233.80
3576,18-Nov-08,Sandymount Green,2,Company Lorry,17-Nov-08,21-Nov-08,190.00
3577,20-Nov-08,Temple Street,7,Programme recording in Belvedere College,26-Nov-08,26-Nov-08,233.80
3578,20-Nov-08,St. Patricks Close,6,Recording programme for RTÉ,26-Nov-08,26-Nov-08,246.00
3579,20-Nov-08,William Street South,6,Film Unit,12-Dec-08,12-Dec-08,246.00
3580,20-Nov-08,Infirmary Road,10,To park vehicles to facilitte filming,25-Nov-08,25-Nov-08,253.00
3581,24-Nov-08,Swifts Alley,2,Film Unit,01-Dec-08,04-Dec-08,267.20
3582,24-Nov-08,Tritonville Road,2,Working on Tritonville Road,26-Nov-08,19-Dec-08,684.00
3583,24-Nov-08,Drumcondra Road (Outside Fagans Pub),4,Outside Broadcast Unit,25-Nov-08,25-Nov-08,101.20
3584,24-Nov-08,Earlsfort Terrace,10,Parking of filming vehicles,28-Nov-08,28-Nov-08,410.00
3585,24-Nov-08,Sir John Rogersons Quay,8,Parking of filming vehicles,29-Nov-08,29-Nov-08,267.20
3586,24-Nov-08,Sean McDermott Street (at St. Marys Mansions),10,Laying sewer connection,01-Dec-08,10-Dec-08,0.00
3587,26-Nov-08,Western Way,16,Filming Equipment,04-Dec-08,04-Dec-08,534.40
3588,26-Nov-08,Burgh Quay,4,Liffey Works,28-Nov-08,16-Jan-09,0.00
3589,27-Nov-08,Dominick Place,3,Repair of damaged sewer,01-Dec-08,05-Dec-08,0.00
3590,27-Nov-08,Barrow Street,6,Blood Donations @ Willis Insurance Company,08-Dec-08,08-Dec-08,0.00
3591,27-Nov-08,Pearse Street,4,Outside Broadcast Unit,10-Dec-08,10-Dec-08,164.00
3592,02-Dec-08,Temple Street,7,Programme recording in Belvedere College,03-Dec-08,03-Dec-08,287.00
3593,02-Dec-08,Saint Ignatius Road,15,Filming,05-Dec-08,05-Dec-08,405.00
3594,02-Dec-08,Glengariff Parade,10,Filming,05-Dec-08,05-Dec-08,270.00
3595,02-Dec-08,Leeson Lane,4,Outside Broadcast Unit,04-Dec-08,04-Dec-08,200.00
3596,02-Dec-08,Lennox Street,6,Film Unit,12-Dec-08,12-Dec-08,246.00
3597,03-Dec-08,Hatch Street,6,Blood Donations,23-Jan-09,23-Jan-09,0.00
3598,03-Dec-08,Richmond Row,4,Film Unit,12-Dec-08,12-Dec-08,164.00
3599,04-Dec-08,Grand Canal Quay,3,Filming,05-Dec-08,05-Dec-08,123.00
3600,05-Dec-08,Cathal Brugha Street,3,Filming,06-Dec-08,06-Dec-08,150.00
3601,09-Dec-08,Chancery Street,3,Parking of filming vehicles,13-Dec-08,13-Dec-08,150.00
3602,09-Dec-08,Gloucester Street South,2,Parking of filming vehicles,13-Dec-08,13-Dec-08,82.00
3603,09-Dec-08,Poolbeg Street,8,Parking of filming vehicles,13-Dec-08,13-Dec-08,400.00
3604,09-Dec-08,Princes Street South,8,Parking of filming vehicles,13-Dec-08,13-Dec-08,328.00
3605,10-Dec-08,Townsend Street,4,Parking of filming vehicles,13-Dec-08,13-Dec-08,200.00
3606,15-Dec-08,North Wall Quay,4,Roadhog,16-Dec-08,16-Dec-08,164.00
3607,18-Dec-08,Hume Street,3,Filming Training DVD,21-Jan-09,21-Jan-09,123.00
3608,18-Dec-08,Hendrick Street,6,Blood Donation Clinic,06-Jan-09,06-Jan-09,0.00
3609,19-Dec-08,Palace Street,4,Outside Broadcast Unit,22-Dec-08,22-Dec-08,200.00
3610,19-Dec-08,North Lotts,15,Film Unit,07-Jan-09,08-Jan-09,"1,200.30"
3611,05-Jan-09,Donnybrook,4,OBU,07-Jan-09,07-Jan-09,164.00
3612,08-Jan-09,New Cabra Road,2,Information Mobile Unit,13-Jan-09,13-Jan-09,54.00
3613,08-Jan-09,Molesworth Street,8,Filming Vehicles,13-Jan-09,13-Jan-09,400.00
3614,08-Jan-09,Sussex Road,10,Film Unit,13-Jan-08,13-Jan-08,500.00
3615,08-Jan-09,New Cabra Road,4,Outside Braodcast Unit,14-Jan-09,14-Jan-09,108.00
3616,12-Jan-09,Sandford Avenue,8,Filming,14-Jan-09,15-Jan-09,500.00
3617,13-Jan-08,Strand Street Great,7,Compound for site storage for Capel Street,13-Jan-09,13-Mar-09,0.00
3618,13-Jan-09,Hatch Street,6,Blood Donation Clinic,13-Jan-09,13-Jan-09,0.00
3619,14-Jan-09,Temple Street,5,Dublin's 98 Radiothon,05-Mar-09,07-Mar-09,0.00
3620,16-Jan-09,Inn's Quay,4,Outside Broadcast Unit,22-Jan-09,22-Jan-09,200.00
3621,16-Jan-09,Sitric Road,6,Parking & Clearance of Film Vehicles,21-Jan-09,21-Jan-09,162.00
3622,16-Jan-09,Sitric Place,5,Parking & Clearance of Film Vehicles,21-Jan-09,21-Jan-09,135.00
3623,16-Jan-09,Olaf Road,9,Parking of Film Trucks,21-Jan-09,21-Jan-09,243.00
3624,16-Jan-09,Arbour Hill (Outside Arbour Hill Church),10,Parking of Film Trucks,21-Jan-09,21-Jan-09,270.00
3625,16-Jan-09,Arbour Hill (Outside No. 43),3,Parking of Film Vehicles,21-Jan-09,21-Jan-09,81.00
3626,16-Jan-09,Temple Street,7,Programme recording in Velvedere College,21-Jan-09,21-Jan-09,287.00
3627,16-Jan-09,Temple Street,7,Programme recording in Velvedere College,28-Jan-09,28-Jan-09,287.00
3628,16-Jan-09,Temple Street,7,Programme recording in Velvedere College,04-Jan-09,04-Jan-09,287.00
3629,19-Jan-09,Haddington Road,8,Film Unit,20-Jan-09,20-Jan-09,400.00
3630,20-Jan-09,Newmarket,6,Site Compound,19-Jan-09,19-Mar-09,0.00
3631,21-Jan-09,Arbour Hill (Outside Arbour Hill Church),10,Parking of Film Trucks,22-Jan-09,22-Jan-09,270.00
3632,21-Jan-09,Merrion Road (o/s Spar Shop),2,Outside Broadcast,22-Jan-09,22-Jan-09,82.00
3633,23-Jan-09,North Great Georges Street,3,Film Shoot Vehciles,24-Jan-09,25-Jan-09,150.00
3634,22-Jan-09,Clontarf Road,4,Outside Broadcast Unit,28-Jan-09,28-Jan-09,76.00
3635,27-Jan-09,Malahide Road,4,FM104 Roadhog,28-Jan-09,28-Jan-09,76.00
3636,27-Jan-09,Hatch Street,15,Coach Parking,07-Feb-09,07-Feb-09,750.00
3637,29-Jan-09,St Stephen's Green East,1,St. Patrick's Festival Launch,10-Feb-09,10-Feb-09,50.00
3638,03-Feb-09,St. Stephen's Green West,5,Care 4 Kids Radiothon,07-Mar-09,07-Mar-09,0.00
3639,03-Feb-09,Meath Street,2,Film Unit,16-Feb-09,16-Feb-09,82.00
3640,03-Feb-09,Earl Street South,2,Film Unit,16-Feb-09,16-Feb-09,82.00
3641,03-Feb-09,Swift's Alley,2,Film Unit,16-Feb-09,16-Feb-09,82.00
3642,03-Feb-09,Watling Street,10,Filming,06-Feb-09,06-Feb-09,410.00
3643,03-Feb-09,St. Stephens Green North,3,Outside Broadcast,13-Feb-09,13-Feb-09,150.00
3644,04-Feb-09,Fade Street,12,Film Unit,12-Feb-09,13-Feb-09,"1,200.00"
3645,04-Feb-09,Drury Street,6,Film Unit,12-Feb-09,13-Feb-09,610.00
3646,04-Feb-09,Grosvenor Place,6,Filming,10-Feb-09,10-Feb-09,162.00
3647,04-Feb-09,Grosvenor Road,12,Filming,10-Feb-09,10-Feb-09,324.00
3648,05-Feb-09,Merrion Square South,1,Removal of Furniture,05-Mar-09,06-Mar-09,100.00
3649,06-Feb-09,Hatch Street Lower,4,Blood Donation Clinic,13-Feb-09,13-Feb-09,0.00
3650,10-Feb-09,Great Denmark Street,12,Parking of Film Standby Trucks,13-Feb-09,14-Feb-09,"1,200.00"
3651,10-Feb-09,Grenville Street,16,Film Facilities Vehicles,13-Feb-09,14-Feb-09,"1,312.00"
3652,10-Feb-09,North Great Georges Street,32,Filming outside no. 13,13-Feb-09,13-Feb-09,"1,600.00"
3653,11-Feb-09,City Quay,6,Filming,12-Feb-08,12-Feb-08,246.00
3654,11-Feb-09,Parnell Street,4,Filming,12-Feb-08,12-Feb-08,200.00
3655,11-Feb-09,Dominick Street,3,Filming,12-Feb-08,12-Feb-08,150.00
3656,11-Feb-09,Capel Street,12,Filming,12-Feb-08,12-Feb-08,600.00
3657,27-Jan-09,"Drumcondra Road, outside Hessions",4,FM104 Roadhog,17-Feb-09,17-Feb-09,-76.00
3658,27-Jan-09,Artane Roundabout,4,FM104 Roadhog,25-Feb-09,25-Feb-09,64.00
3659,22-Jan-09,Ranelagh (Opposite Superquinn),7,Outside Broadcast Unit,18-Feb-09,18-Feb-09,287.00
3660,20-Feb-09,Francis Street,2,Delivery of Furniture,24-Feb-09,24-Feb-09,50.00
3661,20-Feb-09,Johns Lane West,2,Delivery of Furniture,26-Feb-09,26-Feb-09,41.00
3662,20-Feb-09,Francis Street,3,Delivery of Furniture,26-Feb-09,26-Feb-09,75.00
3663,20-Feb-09,Earlsfort Terrace,6,Blood Donation Clinic,26-Mar-09,26-Mar-09,0.00
3664,20-Feb-09,St. Stephens Green South,6,To assist with fundraising Event,08-May-09,08-May-09,0.00
3665,26-Feb-09,Percy Place,3,Furniture Delivery,14-Mar-09,14-Mar-09,150.00
3666,06-Mar-09,Earlfort Terrace,6,Blood Donation Clinic,09-Mar-09,09-Mar-09,0.00
3667,09-Mar-09,St. Stephens Green North,5,Campaign Launch,27-Mar-09,27-Mar-09,250.00
3668,10-Mar-09,Drumcondra Road Upper,4,Outside Broadcast Unit,11-Mar-09,11-Mar-09,76.00
3669,10-Mar-09,Clonmel Street,10,Facilitate the build up for Event in Iveagh Gardens,09-Jun-09,13-Jun-09,"1,500.00"
3670,13-Mar-09,St. Stephens Green North,3,Outside Broadcast,14-Mar-09,14-Mar-09,150.00
3671,13-Mar-09,Foley Street,12,Provide Traffic Lane around Roadworks,23-Mar-09,26-Mar-09,0.00
3672,13-Mar-09,Simmonscourt Road,4,FM104 Roadhog,17-Mar-09,17-Mar-09,164.00
3673,19-Mar-09,Dame Court,8,Filming scene at Stag's Head,20-Mar-09,20-Mar-09,400.00
3674,19-Mar-09,St. Stephens Green North,4,Daffodil Day - Charity Fundraiser,20-Mar-09,20-Mar-09,0.00
3675,19-Mar-09,Cumberland Road,4,Filming,20-Mar-09,20-Mar-09,200.00
3676,19-Mar-09,Fishamble Street,4,Filming,20-Mar-09,20-Mar-09,200.00
3677,19-Mar-09,Nassau Street,3,Outside Broadcast,20-Mar-09,20-Mar-09,150.00
3678,19-Mar-09,Clarendon Row,2,Filming,20-Mar-09,20-Mar-09,100.00
3679,20-Mar-09,St. Stephens Green North,6,Broadcasting Rugby Homecoming,22-Mar-09,22-Mar-09,300.00
3680,23-Mar-09,Cuffe Lane,10,Dismantling Tower Crane,24-Mar-09,24-Mar-09,500.00
3681,23-Mar-09,Dame Court,10,Parking of Catering/Dining Buses for Filming in Temple Bar,24-Mar-09,25-Mar-09,"1,000.00"
3682,24-Mar-09,St. Stephens Green North,3,Outside Broadcast,27-Mar-09,27-Mar-09,150.00
3683,26-Mar-09,Harcourt Road,1,Office Removal,26-Mar-09,26-Mar-09,50.00
3684,31-Mar-09,Clarendon Row & Street,8,Filming,31-Mar-09,01-Apr-09,200.00
3685,31-Mar-09,St. Stevens Green East & Hume Street,44,Filming,31-Mar-09,01-Apr-09,"2,000.00"
3686,31-Mar-09,Molesworth Street,20,Filming,06-Apr-09,06-Apr-09,500.00
3687,01-Apr-09,Thomas Street,4,FM104 Roadhog,24-Apr-09,24-Apr-09,164.00
3688,01-Apr-09,Palace Street,4,FM104 Roadhog,26-Apr-09,26-Apr-09,200.00
3689,01-Apr-09,St. Stephens Green East & Hume Street,34,Filming,05-Apr-09,06-Apr-09,"1,190.00"
3690,02-Apr-09,Molesworth Street,2,Unloading,17-Apr-09,17-Apr-09,100.00
3691,02-Apr-09,Molesworth Street,2,Unloading,21-Apr-09,21-Apr-09,100.00
3692,03-Apr-09,Molesworth Street,20,Filming,05-Apr-09,06-Apr-09,250.00
3693,07-Apr-09,Montague Street,2,Film Vehicles,14-Apr-09,14-Apr-09,100.00
3694,07-Apr-09,Camden Row,6,Film Vehicles,14-Apr-09,14-Apr-09,300.00
3695,07-Apr-09,North Great Georges Street,2,To facilitate Filming,09-Apr-09,09-Apr-09,100.00
3696,15-Apr-09,Haymarket,4,Film Vehicles,15-Apr-09,15-Apr-09,164.00
3697,15-Apr-09,Barrow Street,5,Blood Donation Clinic,21-Apr-09,22-Apr-09,0.00
3698,15-Apr-09,North Wall Quay,7,Outside Broadcast Unit,20-Apr-09,20-Apr-09,189.00
3699,15-Apr-09,Donnybrook Road,7,Outside Broadcast Unit,22-Apr-09,22-Apr-09,287.00
3700,16-Apr-09,Parnell Street,2,Film Shoot,17-Apr-09,17-Apr-09,50.00
3701,17-Apr-09,Camden Row,8,Film Vehicles,23-Apr-09,23-Apr-09,400.00
3702,17-Apr-09,Dame Court,6,Film Vehicles,23-Apr-09,23-Apr-09,300.00
3703,21-Apr-09,St. Stephens Green West,4,Outside Broadcast Unit,30-May-09,30-May-09,200.00
3704,22-Apr-09,Camden Street Lower,2,Film Vehicles,23-Apr-09,23-Apr-09,100.00
3705,22-Apr-09,Wexford Street,2,Film Vehicles,23-Apr-09,23-Apr-09,100.00
3706,23-Apr-09,Dolphin Avenue,8,Truck parking to facilitate filming,05-May-09,05-May-09,152.00
3707,24-Apr-09,Fitzwilliam Square North,5,Equipment vans for Filming,30-Apr-09,30-Apr-09,250.00
3708,24-Apr-09,Ballyfermot Road,7,Outside Broadcast Unit,29-Apr-09,29-Apr-09,133.00
3709,28-Apr-09,Fenian Street,5,Equipment vans for Filming,29-Apr-09,29-Apr-09,250.00
3710,30-Apr-09,Amien Street,5,Outside Broadcast Unit (This permit expires after 4.00pm),05-May-09,05-May-09,250.00
3711,30-Apr-09,St. Stephens Green North,3,Outside Broadcast,05-May-09,05-May-09,150.00
3712,30-Apr-09,Camden Street,2,Film Vehicles,05-May-09,05-May-09,100.00
3713,30-Apr-09,Pleasant Street,8,Film Vehicles,05-May-09,05-May-09,400.00
3714,30-Apr-09,Haymarket,8,Film Vehicles,08-May-09,08-May-09,400.00
3715,30-Apr-09,Merrion Square East,9,Portakabin,15-Jun-09,22-Jun-09,0.00
3716,30-Apr-09,Merrion Square East,10,For loading and unloading equipment,18-Jun-09,21-Jun-09,0.00
3717,30-Apr-09,North Wall Quay,7,Outside Broadcast Unit,03-May-09,03-May-09,189.00
3718,30-Apr-09,North Wall Quay,7,Outside Broadcast Unit,07-May-09,07-May-09,189.00
3719,30-Apr-09,St. Stephens Green West,7,Outside Broadcast Unit,08-May-09,08-May-09,350.00
3720,05-May-09,Hatch Street,5,Blood Donation Clinic,08-May-09,08-May-09,0.00
3721,05-May-09,Eccles Street,6,Loading,06-May-09,06-May-09,246.00
3722,06-May-09,Fade Street,4,Filming,07-May-09,07-May-09,200.00
3723,06-May-09,Drury Street,4,Filming,07-May-09,07-May-09,200.00
3724,06-May-09,Barrow Street,6,Filming,08-May-09,08-May-09,300.00
3725,07-May-09,North Wall Quay,7,Outside Broadcast Unit,12-May-09,12-May-09,189.00
3726,07-May-09,St. Stephens Green North,7,Outside Broadcast Unit,23-May-09,23-May-09,350.00
3727,11-May-09,Mount Street Upper,20,Filming,11-May-09,11-May-09,500.00
3728,11-May-09,Mount Street Crescent,12,Filming,11-May-09,11-May-09,300.00
3729,11-May-09,Merrion Square South,24,Filming,11-May-09,11-May-09,600.00
3730,11-May-09,Wilton Terrace,37,Filming,11-May-09,11-May-09,925.00
3731,11-May-09,Saint Stephens Green,35,Filming,11-May-09,11-May-09,875.00
3732,11-May-09,Clonmel Street,3,Outside Broadcast,12-May-09,12-May-09,150.00
3733,11-May-09,Ranelagh Road Outbound,5,Outside Broadcast Unit,13-May-09,13-May-09,205.00
3734,12-May-09,Burlington Road,6,Pedestrian safety,13-May-09,21-May-09,"2,100.00"
3735,13-May-09,Molesworth Street,2,Office Relocation,19-May-09,19-May-09,100.00
3736,14-May-09,Sir John Rogerson's,6,Visit of Ship to Dublin,14-May-09,26-May-09,0.00
3737,19-May-09,St. Stephen's Green Nth,3,Broadcast,26-May-09,26-May-09,150.00
3738,19-May-09,Cardiff Lane/Macken St.,4,Location of Units,18-May-09,12-Jun-09,0.00
3739,20-May-09,Burlington Road,6,Pedestrian Fafety,22-May-09,22-May-09,300.00
3740,22-May-09,St. Stephens Green North,5,Outside Broadcast,26-May-09,26-May-09,250.00
3741,22-May-09,North Wall Quay,4,Outside Broadcast,26-May-09,26-May-09,164.00
3742,22-May-09,North Wall Quay,4,Outside Broadcast,29-May-09,29-May-09,164.00
3743,22-May-09,Clonmel Street,6,Keep entrance clear,23-May-09,25-May-09,600.00
3744,26-May-09,Clonmel Street,5,Unload area for Marqueees,02-Jun-09,02-Jun-09,250.00
3745,29-May-09,Pleasant Street,8,To keep view from window clear for filming,09-Jun-09,09-Jun-09,400.00
3746,29-May-09,Dame Court,8,To keep view from window clear for filming,09-Jun-09,09-Jun-09,400.00
3747,29-May-09,Thomas Street,4,Roadhog (This permit begins at 10.00am and expires at 16.00pm),27-Jun-09,27-Jun-09,164.00
